index,label,lr_path,hr_path,split
13359,CALIFORNIA,E:\TT_exported\train1\lr\000013359.png,E:\TT_exported\train1\hr\000013359.png,train1
13360,HALL,E:\TT_exported\train1\lr\000013360.png,E:\TT_exported\train1\hr\000013360.png,train1
13361,Drawer,E:\TT_exported\train1\lr\000013361.png,E:\TT_exported\train1\hr\000013361.png,train1
13362,Buttons,E:\TT_exported\train1\lr\000013362.png,E:\TT_exported\train1\hr\000013362.png,train1
13363,acm,E:\TT_exported\train1\lr\000013363.png,E:\TT_exported\train1\hr\000013363.png,train1
13364,Transactions,E:\TT_exported\train1\lr\000013364.png,E:\TT_exported\train1\hr\000013364.png,train1
13365,Graphics,E:\TT_exported\train1\lr\000013365.png,E:\TT_exported\train1\hr\000013365.png,train1
13366,Rroceedings,E:\TT_exported\train1\lr\000013366.png,E:\TT_exported\train1\hr\000013366.png,train1
13367,Rroceedings,E:\TT_exported\train1\lr\000013367.png,E:\TT_exported\train1\hr\000013367.png,train1
13368,of,E:\TT_exported\train1\lr\000013368.png,E:\TT_exported\train1\hr\000013368.png,train1
13369,of,E:\TT_exported\train1\lr\000013369.png,E:\TT_exported\train1\hr\000013369.png,train1
13370,ACM,E:\TT_exported\train1\lr\000013370.png,E:\TT_exported\train1\hr\000013370.png,train1
13371,ACM,E:\TT_exported\train1\lr\000013371.png,E:\TT_exported\train1\hr\000013371.png,train1
13372,SIGGRAPH,E:\TT_exported\train1\lr\000013372.png,E:\TT_exported\train1\hr\000013372.png,train1
13373,SIGGRAPH,E:\TT_exported\train1\lr\000013373.png,E:\TT_exported\train1\hr\000013373.png,train1
13374,2002,E:\TT_exported\train1\lr\000013374.png,E:\TT_exported\train1\hr\000013374.png,train1
13375,2002,E:\TT_exported\train1\lr\000013375.png,E:\TT_exported\train1\hr\000013375.png,train1
13376,on,E:\TT_exported\train1\lr\000013376.png,E:\TT_exported\train1\hr\000013376.png,train1
13377,Naglee,E:\TT_exported\train1\lr\000013377.png,E:\TT_exported\train1\hr\000013377.png,train1
13378,Av,E:\TT_exported\train1\lr\000013378.png,E:\TT_exported\train1\hr\000013378.png,train1
13379,Av,E:\TT_exported\train1\lr\000013379.png,E:\TT_exported\train1\hr\000013379.png,train1
13380,Av,E:\TT_exported\train1\lr\000013380.png,E:\TT_exported\train1\hr\000013380.png,train1
13381,Av,E:\TT_exported\train1\lr\000013381.png,E:\TT_exported\train1\hr\000013381.png,train1
13382,#RESIST,E:\TT_exported\train1\lr\000013382.png,E:\TT_exported\train1\hr\000013382.png,train1
13383,JDSU,E:\TT_exported\train1\lr\000013383.png,E:\TT_exported\train1\hr\000013383.png,train1
13384,CN2701518D91702143V,E:\TT_exported\train1\lr\000013384.png,E:\TT_exported\train1\hr\000013384.png,train1
13385,27,E:\TT_exported\train1\lr\000013385.png,E:\TT_exported\train1\hr\000013385.png,train1
13386,FIRE,E:\TT_exported\train1\lr\000013386.png,E:\TT_exported\train1\hr\000013386.png,train1
13387,EXTINGUISHER,E:\TT_exported\train1\lr\000013387.png,E:\TT_exported\train1\hr\000013387.png,train1
13388,EXTINGUISHER,E:\TT_exported\train1\lr\000013388.png,E:\TT_exported\train1\hr\000013388.png,train1
13389,Q5,E:\TT_exported\train1\lr\000013389.png,E:\TT_exported\train1\hr\000013389.png,train1
13390,Audi,E:\TT_exported\train1\lr\000013390.png,E:\TT_exported\train1\hr\000013390.png,train1
13391,MAY,E:\TT_exported\train1\lr\000013391.png,E:\TT_exported\train1\hr\000013391.png,train1
13392,MAY,E:\TT_exported\train1\lr\000013392.png,E:\TT_exported\train1\hr\000013392.png,train1
13393,2019,E:\TT_exported\train1\lr\000013393.png,E:\TT_exported\train1\hr\000013393.png,train1
13394,2019,E:\TT_exported\train1\lr\000013394.png,E:\TT_exported\train1\hr\000013394.png,train1
13395,6SGH002,E:\TT_exported\train1\lr\000013395.png,E:\TT_exported\train1\hr\000013395.png,train1
13396,STEVENS,E:\TT_exported\train1\lr\000013396.png,E:\TT_exported\train1\hr\000013396.png,train1
13397,CREEK,E:\TT_exported\train1\lr\000013397.png,E:\TT_exported\train1\hr\000013397.png,train1
13398,California,E:\TT_exported\train1\lr\000013398.png,E:\TT_exported\train1\hr\000013398.png,train1
13399,Valley's,E:\TT_exported\train1\lr\000013399.png,E:\TT_exported\train1\hr\000013399.png,train1
13400,Valley's,E:\TT_exported\train1\lr\000013400.png,E:\TT_exported\train1\hr\000013400.png,train1
13401,Community,E:\TT_exported\train1\lr\000013401.png,E:\TT_exported\train1\hr\000013401.png,train1
13402,Community,E:\TT_exported\train1\lr\000013402.png,E:\TT_exported\train1\hr\000013402.png,train1
13403,College,E:\TT_exported\train1\lr\000013403.png,E:\TT_exported\train1\hr\000013403.png,train1
13404,College,E:\TT_exported\train1\lr\000013404.png,E:\TT_exported\train1\hr\000013404.png,train1
13405,missioncollege.edu,E:\TT_exported\train1\lr\000013405.png,E:\TT_exported\train1\hr\000013405.png,train1
13406,missioncollege.edu,E:\TT_exported\train1\lr\000013406.png,E:\TT_exported\train1\hr\000013406.png,train1
13407,60,E:\TT_exported\train1\lr\000013407.png,E:\TT_exported\train1\hr\000013407.png,train1
13408,MIN,E:\TT_exported\train1\lr\000013408.png,E:\TT_exported\train1\hr\000013408.png,train1
13409,MIN,E:\TT_exported\train1\lr\000013409.png,E:\TT_exported\train1\hr\000013409.png,train1
13410,CUSTOMER,E:\TT_exported\train1\lr\000013410.png,E:\TT_exported\train1\hr\000013410.png,train1
13411,CUSTOMER,E:\TT_exported\train1\lr\000013411.png,E:\TT_exported\train1\hr\000013411.png,train1
13412,PARKING,E:\TT_exported\train1\lr\000013412.png,E:\TT_exported\train1\hr\000013412.png,train1
13413,PARKING,E:\TT_exported\train1\lr\000013413.png,E:\TT_exported\train1\hr\000013413.png,train1
13414,ONLY,E:\TT_exported\train1\lr\000013414.png,E:\TT_exported\train1\hr\000013414.png,train1
13415,ONLY,E:\TT_exported\train1\lr\000013415.png,E:\TT_exported\train1\hr\000013415.png,train1
13416,NO,E:\TT_exported\train1\lr\000013416.png,E:\TT_exported\train1\hr\000013416.png,train1
13417,NO,E:\TT_exported\train1\lr\000013417.png,E:\TT_exported\train1\hr\000013417.png,train1
13418,WALK,E:\TT_exported\train1\lr\000013418.png,E:\TT_exported\train1\hr\000013418.png,train1
13419,OFFS,E:\TT_exported\train1\lr\000013419.png,E:\TT_exported\train1\hr\000013419.png,train1
13420,VIOLATORS,E:\TT_exported\train1\lr\000013420.png,E:\TT_exported\train1\hr\000013420.png,train1
13421,VIOLATORS,E:\TT_exported\train1\lr\000013421.png,E:\TT_exported\train1\hr\000013421.png,train1
13422,WILL,E:\TT_exported\train1\lr\000013422.png,E:\TT_exported\train1\hr\000013422.png,train1
13423,BE,E:\TT_exported\train1\lr\000013423.png,E:\TT_exported\train1\hr\000013423.png,train1
13424,TOWED,E:\TT_exported\train1\lr\000013424.png,E:\TT_exported\train1\hr\000013424.png,train1
13425,AWAY,E:\TT_exported\train1\lr\000013425.png,E:\TT_exported\train1\hr\000013425.png,train1
13426,ATVEHICLE,E:\TT_exported\train1\lr\000013426.png,E:\TT_exported\train1\hr\000013426.png,train1
13427,ATVEHICLE,E:\TT_exported\train1\lr\000013427.png,E:\TT_exported\train1\hr\000013427.png,train1
13428,OWNER'S,E:\TT_exported\train1\lr\000013428.png,E:\TT_exported\train1\hr\000013428.png,train1
13429,OWNER'S,E:\TT_exported\train1\lr\000013429.png,E:\TT_exported\train1\hr\000013429.png,train1
13430,EXPENSE,E:\TT_exported\train1\lr\000013430.png,E:\TT_exported\train1\hr\000013430.png,train1
13431,EXPENSE,E:\TT_exported\train1\lr\000013431.png,E:\TT_exported\train1\hr\000013431.png,train1
13432,CVC,E:\TT_exported\train1\lr\000013432.png,E:\TT_exported\train1\hr\000013432.png,train1
13433,Section,E:\TT_exported\train1\lr\000013433.png,E:\TT_exported\train1\hr\000013433.png,train1
13434,22658A,E:\TT_exported\train1\lr\000013434.png,E:\TT_exported\train1\hr\000013434.png,train1
13435,AUTO,E:\TT_exported\train1\lr\000013435.png,E:\TT_exported\train1\hr\000013435.png,train1
13436,AMBULANCE,E:\TT_exported\train1\lr\000013436.png,E:\TT_exported\train1\hr\000013436.png,train1
13437,TOWING,E:\TT_exported\train1\lr\000013437.png,E:\TT_exported\train1\hr\000013437.png,train1
13438,408-243-2886,E:\TT_exported\train1\lr\000013438.png,E:\TT_exported\train1\hr\000013438.png,train1
13439,408-243-2886,E:\TT_exported\train1\lr\000013439.png,E:\TT_exported\train1\hr\000013439.png,train1
13440,SANTA,E:\TT_exported\train1\lr\000013440.png,E:\TT_exported\train1\hr\000013440.png,train1
13441,CLARA,E:\TT_exported\train1\lr\000013441.png,E:\TT_exported\train1\hr\000013441.png,train1
13442,PD,E:\TT_exported\train1\lr\000013442.png,E:\TT_exported\train1\hr\000013442.png,train1
13443,408-615-4700,E:\TT_exported\train1\lr\000013443.png,E:\TT_exported\train1\hr\000013443.png,train1
13444,sodastream,E:\TT_exported\train1\lr\000013444.png,E:\TT_exported\train1\hr\000013444.png,train1
13445,FIZZI,E:\TT_exported\train1\lr\000013445.png,E:\TT_exported\train1\hr\000013445.png,train1
13446,am,E:\TT_exported\train1\lr\000013446.png,E:\TT_exported\train1\hr\000013446.png,train1
13447,FIZZI,E:\TT_exported\train1\lr\000013447.png,E:\TT_exported\train1\hr\000013447.png,train1
13448,Easy,E:\TT_exported\train1\lr\000013448.png,E:\TT_exported\train1\hr\000013448.png,train1
13449,Snap-Lock,E:\TT_exported\train1\lr\000013449.png,E:\TT_exported\train1\hr\000013449.png,train1
13450,Snap-Lock,E:\TT_exported\train1\lr\000013450.png,E:\TT_exported\train1\hr\000013450.png,train1
13451,Bottle,E:\TT_exported\train1\lr\000013451.png,E:\TT_exported\train1\hr\000013451.png,train1
13452,Bottle,E:\TT_exported\train1\lr\000013452.png,E:\TT_exported\train1\hr\000013452.png,train1
13453,Insertion,E:\TT_exported\train1\lr\000013453.png,E:\TT_exported\train1\hr\000013453.png,train1
13454,Insertion,E:\TT_exported\train1\lr\000013454.png,E:\TT_exported\train1\hr\000013454.png,train1
13455,PACKAGE,E:\TT_exported\train1\lr\000013455.png,E:\TT_exported\train1\hr\000013455.png,train1
13456,PACKAGE,E:\TT_exported\train1\lr\000013456.png,E:\TT_exported\train1\hr\000013456.png,train1
13457,INCLUDES,E:\TT_exported\train1\lr\000013457.png,E:\TT_exported\train1\hr\000013457.png,train1
13458,INCLUDES,E:\TT_exported\train1\lr\000013458.png,E:\TT_exported\train1\hr\000013458.png,train1
13459,Earth,E:\TT_exported\train1\lr\000013459.png,E:\TT_exported\train1\hr\000013459.png,train1
13460,Friendly,E:\TT_exported\train1\lr\000013460.png,E:\TT_exported\train1\hr\000013460.png,train1
13461,Friendly,E:\TT_exported\train1\lr\000013461.png,E:\TT_exported\train1\hr\000013461.png,train1
13462,TURNS,E:\TT_exported\train1\lr\000013462.png,E:\TT_exported\train1\hr\000013462.png,train1
13463,TURNS,E:\TT_exported\train1\lr\000013463.png,E:\TT_exported\train1\hr\000013463.png,train1
13464,WATER,E:\TT_exported\train1\lr\000013464.png,E:\TT_exported\train1\hr\000013464.png,train1
13465,WATER,E:\TT_exported\train1\lr\000013465.png,E:\TT_exported\train1\hr\000013465.png,train1
13466,INTO,E:\TT_exported\train1\lr\000013466.png,E:\TT_exported\train1\hr\000013466.png,train1
13467,INTO,E:\TT_exported\train1\lr\000013467.png,E:\TT_exported\train1\hr\000013467.png,train1
13468,SPARKLING,E:\TT_exported\train1\lr\000013468.png,E:\TT_exported\train1\hr\000013468.png,train1
13469,SPARKLING,E:\TT_exported\train1\lr\000013469.png,E:\TT_exported\train1\hr\000013469.png,train1
13470,WATER,E:\TT_exported\train1\lr\000013470.png,E:\TT_exported\train1\hr\000013470.png,train1
13471,INSECONDS,E:\TT_exported\train1\lr\000013471.png,E:\TT_exported\train1\hr\000013471.png,train1
13472,Easy,E:\TT_exported\train1\lr\000013472.png,E:\TT_exported\train1\hr\000013472.png,train1
13473,Snap-Lock,E:\TT_exported\train1\lr\000013473.png,E:\TT_exported\train1\hr\000013473.png,train1
13474,Bottle,E:\TT_exported\train1\lr\000013474.png,E:\TT_exported\train1\hr\000013474.png,train1
13475,Insertion,E:\TT_exported\train1\lr\000013475.png,E:\TT_exported\train1\hr\000013475.png,train1
13476,1,E:\TT_exported\train1\lr\000013476.png,E:\TT_exported\train1\hr\000013476.png,train1
13477,1,E:\TT_exported\train1\lr\000013477.png,E:\TT_exported\train1\hr\000013477.png,train1
13478,FILL,E:\TT_exported\train1\lr\000013478.png,E:\TT_exported\train1\hr\000013478.png,train1
13479,FILL,E:\TT_exported\train1\lr\000013479.png,E:\TT_exported\train1\hr\000013479.png,train1
13480,FIZZ,E:\TT_exported\train1\lr\000013480.png,E:\TT_exported\train1\hr\000013480.png,train1
13481,FIZZ,E:\TT_exported\train1\lr\000013481.png,E:\TT_exported\train1\hr\000013481.png,train1
13482,INCLUDES,E:\TT_exported\train1\lr\000013482.png,E:\TT_exported\train1\hr\000013482.png,train1
13483,INCLUDES,E:\TT_exported\train1\lr\000013483.png,E:\TT_exported\train1\hr\000013483.png,train1
13484,3,E:\TT_exported\train1\lr\000013484.png,E:\TT_exported\train1\hr\000013484.png,train1
13485,2,E:\TT_exported\train1\lr\000013485.png,E:\TT_exported\train1\hr\000013485.png,train1
13486,Earth,E:\TT_exported\train1\lr\000013486.png,E:\TT_exported\train1\hr\000013486.png,train1
13487,Earth,E:\TT_exported\train1\lr\000013487.png,E:\TT_exported\train1\hr\000013487.png,train1
13488,Friendly,E:\TT_exported\train1\lr\000013488.png,E:\TT_exported\train1\hr\000013488.png,train1
13489,Friendly,E:\TT_exported\train1\lr\000013489.png,E:\TT_exported\train1\hr\000013489.png,train1
13490,sodastream,E:\TT_exported\train1\lr\000013490.png,E:\TT_exported\train1\hr\000013490.png,train1
13491,sodastream,E:\TT_exported\train1\lr\000013491.png,E:\TT_exported\train1\hr\000013491.png,train1
13492,WATERINSECONDS,E:\TT_exported\train1\lr\000013492.png,E:\TT_exported\train1\hr\000013492.png,train1
13493,1,E:\TT_exported\train1\lr\000013493.png,E:\TT_exported\train1\hr\000013493.png,train1
13494,#1,E:\TT_exported\train1\lr\000013494.png,E:\TT_exported\train1\hr\000013494.png,train1
13495,WATER,E:\TT_exported\train1\lr\000013495.png,E:\TT_exported\train1\hr\000013495.png,train1
13496,WATER,E:\TT_exported\train1\lr\000013496.png,E:\TT_exported\train1\hr\000013496.png,train1
13497,THE,E:\TT_exported\train1\lr\000013497.png,E:\TT_exported\train1\hr\000013497.png,train1
13498,empties,E:\TT_exported\train1\lr\000013498.png,E:\TT_exported\train1\hr\000013498.png,train1
13499,recycle,E:\TT_exported\train1\lr\000013499.png,E:\TT_exported\train1\hr\000013499.png,train1
13500,Fewer,E:\TT_exported\train1\lr\000013500.png,E:\TT_exported\train1\hr\000013500.png,train1
13501,manufacturing,E:\TT_exported\train1\lr\000013501.png,E:\TT_exported\train1\hr\000013501.png,train1
13502,manufacturing,E:\TT_exported\train1\lr\000013502.png,E:\TT_exported\train1\hr\000013502.png,train1
13503,transportation,E:\TT_exported\train1\lr\000013503.png,E:\TT_exported\train1\hr\000013503.png,train1
13504,transportation,E:\TT_exported\train1\lr\000013504.png,E:\TT_exported\train1\hr\000013504.png,train1
13505,SPARKLING,E:\TT_exported\train1\lr\000013505.png,E:\TT_exported\train1\hr\000013505.png,train1
13506,SPARKLING,E:\TT_exported\train1\lr\000013506.png,E:\TT_exported\train1\hr\000013506.png,train1
13507,SPARKLING,E:\TT_exported\train1\lr\000013507.png,E:\TT_exported\train1\hr\000013507.png,train1
13508,SPARKLING,E:\TT_exported\train1\lr\000013508.png,E:\TT_exported\train1\hr\000013508.png,train1
13509,SPARKLING,E:\TT_exported\train1\lr\000013509.png,E:\TT_exported\train1\hr\000013509.png,train1
13510,SPARKLING,E:\TT_exported\train1\lr\000013510.png,E:\TT_exported\train1\hr\000013510.png,train1
13511,INTO,E:\TT_exported\train1\lr\000013511.png,E:\TT_exported\train1\hr\000013511.png,train1
13512,WATER,E:\TT_exported\train1\lr\000013512.png,E:\TT_exported\train1\hr\000013512.png,train1
13513,TURNS,E:\TT_exported\train1\lr\000013513.png,E:\TT_exported\train1\hr\000013513.png,train1
13514,NO,E:\TT_exported\train1\lr\000013514.png,E:\TT_exported\train1\hr\000013514.png,train1
13515,SMOKING,E:\TT_exported\train1\lr\000013515.png,E:\TT_exported\train1\hr\000013515.png,train1
13516,SPECIALTY'S,E:\TT_exported\train1\lr\000013516.png,E:\TT_exported\train1\hr\000013516.png,train1
13517,Specialty's,E:\TT_exported\train1\lr\000013517.png,E:\TT_exported\train1\hr\000013517.png,train1
13518,Open,E:\TT_exported\train1\lr\000013518.png,E:\TT_exported\train1\hr\000013518.png,train1
13519,During,E:\TT_exported\train1\lr\000013519.png,E:\TT_exported\train1\hr\000013519.png,train1
13520,Construction,E:\TT_exported\train1\lr\000013520.png,E:\TT_exported\train1\hr\000013520.png,train1
13521,SPECIALTYS.COM,E:\TT_exported\train1\lr\000013521.png,E:\TT_exported\train1\hr\000013521.png,train1
13522,SPECIALTYS.COM,E:\TT_exported\train1\lr\000013522.png,E:\TT_exported\train1\hr\000013522.png,train1
13523,dry,E:\TT_exported\train1\lr\000013523.png,E:\TT_exported\train1\hr\000013523.png,train1
13524,EXPO,E:\TT_exported\train1\lr\000013524.png,E:\TT_exported\train1\hr\000013524.png,train1
13525,low,E:\TT_exported\train1\lr\000013525.png,E:\TT_exported\train1\hr\000013525.png,train1
13526,odor,E:\TT_exported\train1\lr\000013526.png,E:\TT_exported\train1\hr\000013526.png,train1
13527,EXPO,E:\TT_exported\train1\lr\000013527.png,E:\TT_exported\train1\hr\000013527.png,train1
13528,EXPO,E:\TT_exported\train1\lr\000013528.png,E:\TT_exported\train1\hr\000013528.png,train1
13529,low,E:\TT_exported\train1\lr\000013529.png,E:\TT_exported\train1\hr\000013529.png,train1
13530,odor,E:\TT_exported\train1\lr\000013530.png,E:\TT_exported\train1\hr\000013530.png,train1
13531,EXPO,E:\TT_exported\train1\lr\000013531.png,E:\TT_exported\train1\hr\000013531.png,train1
13532,odor,E:\TT_exported\train1\lr\000013532.png,E:\TT_exported\train1\hr\000013532.png,train1
13533,2175,E:\TT_exported\train1\lr\000013533.png,E:\TT_exported\train1\hr\000013533.png,train1
13534,2175,E:\TT_exported\train1\lr\000013534.png,E:\TT_exported\train1\hr\000013534.png,train1
13535,OUT,E:\TT_exported\train1\lr\000013535.png,E:\TT_exported\train1\hr\000013535.png,train1
13536,2175,E:\TT_exported\train1\lr\000013536.png,E:\TT_exported\train1\hr\000013536.png,train1
13537,2175,E:\TT_exported\train1\lr\000013537.png,E:\TT_exported\train1\hr\000013537.png,train1
13538,special,E:\TT_exported\train1\lr\000013538.png,E:\TT_exported\train1\hr\000013538.png,train1
13539,ON,E:\TT_exported\train1\lr\000013539.png,E:\TT_exported\train1\hr\000013539.png,train1
13540,DRAFT,E:\TT_exported\train1\lr\000013540.png,E:\TT_exported\train1\hr\000013540.png,train1
13541,WE,E:\TT_exported\train1\lr\000013541.png,E:\TT_exported\train1\hr\000013541.png,train1
13542,RESERVE,E:\TT_exported\train1\lr\000013542.png,E:\TT_exported\train1\hr\000013542.png,train1
13543,RESERVE,E:\TT_exported\train1\lr\000013543.png,E:\TT_exported\train1\hr\000013543.png,train1
13544,THE,E:\TT_exported\train1\lr\000013544.png,E:\TT_exported\train1\hr\000013544.png,train1
13545,RIGHT,E:\TT_exported\train1\lr\000013545.png,E:\TT_exported\train1\hr\000013545.png,train1
13546,TO,E:\TT_exported\train1\lr\000013546.png,E:\TT_exported\train1\hr\000013546.png,train1
13547,REFUSE,E:\TT_exported\train1\lr\000013547.png,E:\TT_exported\train1\hr\000013547.png,train1
13548,REFUSE,E:\TT_exported\train1\lr\000013548.png,E:\TT_exported\train1\hr\000013548.png,train1
